contract_supplier_id,bought_amount,contract_date,has_insurance,is_terminated,material_id,no_money_penalty,price_per_unit,supplier_id,terminate_penalty,transport_type,transportation_cost,team_id
1,8000,2021-12-19,0,0,15,0,25,9,98000,3,33000,90
2,8000,2021-12-19,1,0,3,0,8,1,31360,3,188685,204
3,1000,2021-12-20,1,0,2,0,80,12,39200,2,136500,107
4,1000,2021-12-27,1,0,2,0,80,12,39200,2,136500,107
5,1000,2022-01-03,1,0,2,0,80,12,39200,2,136500,107
6,1000,2022-01-10,1,0,2,0,80,12,39200,2,136500,107
7,1000,2022-01-17,1,0,2,0,80,12,39200,2,136500,107
8,1000,2022-01-24,1,0,2,0,108,12,39200,2,136500,107
9,1000,2022-01-31,1,0,2,0,102.6,12,39200,2,136500,107
10,1000,2022-02-07,1,0,2,0,107.73,12,39200,2,136500,107
11,1000,2022-02-14,1,0,2,0,80.7975,12,39200,2,136500,107
12,1000,2022-02-21,1,0,2,0,84.8374,12,39200,2,136500,107
13,16000,2021-12-20,0,0,12,0,30,7,235200,3,192600,90
14,100000,2021-12-20,1,0,1,0,4,1,196000,3,50715,169
15,8000,2021-12-20,0,0,5,0,20,9,78400,3,33000,90
16,200000,2021-12-20,0,0,1,0,4,5,392000,3,94800,97
17,8000,2021-12-20,0,0,5,0,20,9,78400,3,33000,90
18,3000,2021-12-20,1,0,11,0,30,3,44100,1,103950,204
19,4000,2021-12-21,1,0,14,0,20,1,39200,0,2420250,204
20,12800,2021-12-21,1,0,3,0,8,10,50176,3,68040,51
21,12800,2021-12-28,1,0,3,0,8,10,50176,3,68040,51
22,12800,2022-01-04,1,0,3,52224,8,10,50176,3,NULL,51
23,12800,2022-01-11,1,0,3,52224,8,10,50176,3,NULL,51
24,16000,2021-12-21,1,0,1,0,4,5,31360,0,2661750,67
25,16000,2021-12-28,1,0,1,0,4,5,31360,0,2661750,67
26,16000,2022-01-04,1,0,1,0,4,5,31360,0,2661750,67
27,16000,2022-01-11,1,0,1,0,4,5,31360,0,2661750,67
28,16000,2022-01-18,1,0,1,0,4,5,31360,0,2661750,67
29,3200,2021-12-21,0,0,1,0,4,5,6272,0,1080000,158
30,4,2021-12-21,1,0,14,0,20,5,39.2,0,855750,8
31,50000,2021-12-21,1,0,3,0,8,1,196000,1,78907.5,169
32,1000,2021-12-21,0,0,15,0,25,3,12250,0,4505000,35
33,8000,2021-12-21,1,0,3,0,8,2,31360,3,122535,117
34,8000,2021-12-28,1,0,3,0,8,2,31360,3,122535,117
35,8000,2022-01-04,1,0,3,0,8,2,31360,3,122535,117
36,8000,2022-01-11,1,0,3,0,8,2,31360,3,122535,117
37,1000,2021-12-21,1,0,15,0,25,1,12250,0,2420250,204
38,1200,2021-12-21,1,0,11,0,30,6,17640,2,247380,12
39,10000,2021-12-21,0,0,15,0,25,1,122500,1,261900,65
40,1600,2021-12-21,1,0,1,0,4,7,3136,3,155925,215
41,1600,2021-12-28,1,0,1,0,4,7,3136,3,155925,215
42,1600,2022-01-04,1,0,1,0,4,7,3136,3,155925,215
43,1600,2022-01-11,1,0,1,0,4,7,3136,3,155925,215
44,1600,2022-01-18,1,0,1,0,4,7,3136,3,155925,215
45,1600,2022-01-25,1,0,1,0,2,7,3136,3,155925,215
46,1600,2022-02-01,1,0,1,0,2.3,7,3136,3,155925,215
47,1600,2022-02-08,1,0,1,0,2.185,7,3136,3,155925,215
48,1600,2022-02-15,1,0,1,0,2.29425,7,3136,3,155925,215
49,1600,2022-02-22,1,0,1,0,2.98252,7,3136,3,155925,215
50,100000,2021-12-21,1,0,1,0,4,13,196000,2,49980,188
51,100000,2021-12-28,1,0,1,0,4,13,196000,2,49980,188
52,1000,2021-12-21,1,0,2,0,80,4,39200,0,2226000,165
53,20,2021-12-21,0,0,15,0,25,13,245,1,50850,55
54,1000,2021-12-28,1,0,2,0,80,4,39200,0,2226000,165
55,1000,2022-01-04,1,0,2,0,80,4,39200,0,2226000,165
56,1000,2022-01-11,1,0,2,0,80,4,39200,0,2226000,165
57,1000,2022-01-18,1,0,2,0,80,4,39200,0,2226000,165
58,1000,2022-01-25,1,0,2,0,76,4,39200,0,2226000,165
59,32000,2021-12-21,0,0,6,0,15,10,235200,3,50700,90
60,300,2021-12-21,0,0,2,0,80,4,11760,2,88000,150
61,40000,2021-12-21,1,0,14,0,20,2,392000,3,198450,51
62,40000,2021-12-28,1,0,14,0,20,2,392000,3,198450,51
63,40000,2022-01-04,1,0,14,408000,20,2,392000,3,NULL,51
64,40000,2022-01-11,1,0,14,408000,20,2,392000,3,NULL,51
65,40000,2021-12-22,1,0,14,0,20,2,392000,3,198450,51
66,40000,2021-12-29,1,0,14,408000,20,2,392000,3,NULL,51
67,40000,2022-01-05,1,0,14,408000,20,2,392000,3,NULL,51
68,40000,2022-01-12,1,0,14,408000,20,2,392000,3,NULL,51
69,4000,2021-12-22,1,0,2,0,80,12,156800,1,224437,159
70,4000,2021-12-29,1,0,2,0,80,12,156800,1,224437,159
71,2000,2021-12-22,1,0,2,0,80,4,78400,2,204120,213
72,2000,2021-12-29,1,0,2,0,80,4,78400,2,204120,213
73,2000,2022-01-05,1,0,2,0,80,4,78400,2,204120,213
74,3,2021-12-22,1,0,11,0,30,6,44.1,0,777000,8
75,48,2021-12-22,1,0,1,0,4,5,94.08,3,227745,76
76,48,2021-12-29,1,0,1,0,4,5,94.08,3,227745,76
77,48,2022-01-05,1,0,1,0,4,5,94.08,3,227745,76
78,5,2021-12-22,0,0,2,0,80,12,196,2,75600,57
79,5,2021-12-29,0,0,2,0,80,12,196,2,75600,57
80,5,2022-01-05,0,0,2,0,80,12,196,2,75600,57
81,1000,2021-12-22,1,0,3,0,8,13,3920,3,48825,112
82,1000,2021-12-29,1,0,3,0,8,13,3920,3,48825,112
83,1000,2022-01-05,1,0,3,0,8,13,3920,3,48825,112
84,1000,2022-01-12,1,0,3,0,8,13,3920,3,48825,112
85,1000,2022-01-19,1,0,3,0,8,13,3920,3,48825,112
86,1000,2022-01-26,1,0,3,0,5.6,13,3920,3,48825,112
87,1000,2022-02-02,1,0,3,0,8.4,13,3920,3,48825,112
88,1000,2022-02-09,1,0,3,0,7.98,13,3920,3,48825,112
89,1000,2022-02-16,1,0,3,0,8.379,13,3920,3,48825,112
90,1000,2022-02-23,1,0,3,0,7.96005,13,3920,3,48825,112
91,60,2021-12-22,0,0,11,0,30,14,882,1,157950,55
92,2,2021-12-22,1,0,5,0,20,9,19.6,3,64575,146
93,40000,2021-12-22,1,0,6,0,15,6,294000,2,30660,21
94,40000,2021-12-29,1,0,6,0,15,6,294000,2,30660,21
95,100000,2021-12-22,1,0,7,0,20,13,980000,0,567000,188
96,100000,2021-12-29,1,0,7,0,20,13,980000,0,567000,188
97,100,2021-12-22,0,0,2,0,80,4,3920,3,84000,26
98,12800,2021-12-22,0,0,3,0,8,2,50176,2,25600,221
99,12800,2021-12-29,0,0,3,0,8,2,50176,2,25600,221
100,200000,2021-12-22,1,0,2,0,80,3,7840000,3,141120,110
101,800,2021-12-22,1,0,3,0,8,11,3136,2,77280,40
102,800,2021-12-29,1,0,3,0,8,11,3136,2,77280,40
103,800,2022-01-05,1,0,3,0,8,11,3136,2,77280,40
104,800,2022-01-12,1,0,3,0,8,11,3136,2,77280,40
105,800,2022-01-19,1,0,3,0,8,11,3136,2,77280,40
106,10000,2021-12-22,1,0,5,0,20,6,98000,2,30660,21
107,10000,2021-12-29,1,0,5,0,20,6,98000,2,30660,21
108,3000,2021-12-22,0,0,8,0,21,5,30870,3,117000,71
109,20000,2021-12-22,1,0,15,0,25,2,245000,3,198450,51
110,20000,2021-12-29,1,0,15,255000,25,2,245000,3,NULL,51
111,20000,2022-01-05,1,0,15,255000,25,2,245000,3,NULL,51
112,20000,2022-01-12,1,0,15,255000,25,2,245000,3,NULL,51
113,100,2021-12-22,0,0,12,0,30,1,1470,3,44100,43
114,10000,2021-12-22,1,0,5,0,20,6,98000,2,30660,21
115,10000,2021-12-29,1,0,5,0,20,6,98000,2,30660,21
116,20000,2021-12-22,1,0,15,0,25,2,245000,3,198450,51
117,20000,2021-12-29,1,0,15,255000,25,2,245000,3,NULL,51
118,20000,2022-01-05,1,0,15,255000,25,2,245000,3,NULL,51
119,20000,2022-01-12,1,0,15,255000,25,2,245000,3,NULL,51
120,10000,2021-12-22,1,0,5,0,20,6,98000,2,30660,21
121,10000,2021-12-29,1,0,5,0,20,6,98000,2,30660,21
122,100,2021-12-22,0,0,1,0,4,13,196,3,61200,273
123,20000,2021-12-22,1,0,15,0,25,2,245000,3,198450,51
124,20000,2021-12-29,1,0,15,255000,25,2,245000,3,NULL,51
125,20000,2022-01-05,1,0,15,255000,25,2,245000,3,NULL,51
126,20000,2022-01-12,1,0,15,255000,25,2,245000,3,NULL,51
127,4000,2021-12-22,1,0,2,0,80,3,156800,3,167580,136
128,4000,2021-12-29,1,0,2,0,80,3,156800,3,167580,136
129,4000,2021-12-22,0,0,14,0,20,7,39200,0,920000,289
130,80,2021-12-22,0,0,14,0,20,13,784,1,50850,55
131,1,2021-12-22,1,0,2,0,80,4,39.2,2,82320,115
132,1,2021-12-29,1,0,2,0,80,4,39.2,2,82320,115
133,80,2021-12-22,0,0,14,0,20,13,784,1,50850,55
134,20000,2021-12-22,1,0,6,0,15,2,147000,3,108045,165
135,20000,2021-12-29,1,0,6,0,15,2,147000,3,108045,165
136,20000,2022-01-05,1,0,6,0,15,2,147000,3,108045,165
137,20000,2022-01-12,1,0,6,0,15,2,147000,3,108045,165
138,20000,2022-01-19,1,0,6,0,15,2,147000,3,108045,165
139,20000,2022-01-26,1,0,6,0,15.75,2,147000,3,108045,165
140,80,2021-12-22,0,0,14,0,20,13,784,1,50850,55
141,1000,2021-12-22,1,0,3,0,8,1,3920,2,207900,69
142,80,2021-12-22,0,0,14,0,20,13,784,1,50850,55
143,20,2021-12-22,0,0,2,0,80,3,784,3,16200,151
144,8,2021-12-22,1,0,6,0,15,10,58.8,3,61740,146
145,3,2021-12-22,1,0,2,0,80,3,117.6,3,85680,76
146,3,2021-12-29,1,0,2,0,80,3,117.6,3,85680,76
147,3,2022-01-05,1,0,2,0,80,3,117.6,3,85680,76
148,8,2021-12-22,1,0,6,0,15,10,58.8,3,61740,146
149,1,2021-12-22,1,0,15,0,25,5,12.25,0,855750,8
150,3,2021-12-22,1,0,2,0,80,3,117.6,3,85680,76
151,3,2021-12-29,1,0,2,0,80,3,117.6,3,85680,76
152,3,2022-01-05,1,0,2,0,80,3,117.6,3,85680,76
153,8,2021-12-22,1,0,6,0,15,10,58.8,3,61740,146
154,8,2021-12-23,1,0,6,0,15,10,58.8,3,61740,146
155,100000,2021-12-23,1,0,1,0,4,8,196000,2,139020,191
156,100000,2021-12-30,1,0,1,0,4,8,196000,2,139020,191
157,100000,2022-01-06,1,0,1,0,4,8,196000,2,139020,191
158,100000,2022-01-13,1,0,1,0,4,8,196000,2,139020,191
159,4000,2021-12-23,0,0,6,0,15,10,29400,3,165900,53
160,3,2021-12-23,1,0,2,0,80,3,117.6,3,85680,76
161,3,2021-12-30,1,0,2,0,80,3,117.6,3,85680,76
162,3,2022-01-06,1,0,2,0,80,3,117.6,3,85680,76
163,400,2021-12-23,1,0,12,0,30,14,5880,3,113400,189
164,400,2021-12-30,1,0,12,0,30,14,5880,3,113400,189
165,100,2021-12-23,1,0,2,0,80,10,3920,3,115290,54
166,100,2021-12-30,1,0,2,0,80,10,3920,3,115290,54
167,1000,2021-12-23,0,0,15,0,25,7,12250,0,920000,289
168,20000,2021-12-23,1,0,12,0,30,3,294000,2,144900,21
169,20000,2021-12-30,1,0,12,0,30,3,294000,2,144900,21
170,20000,2021-12-23,1,0,15,0,25,2,245000,3,198450,51
171,20000,2021-12-30,1,0,15,255000,25,2,245000,3,NULL,51
172,20000,2022-01-06,1,0,15,255000,25,2,245000,3,NULL,51
173,20000,2022-01-13,1,0,15,255000,25,2,245000,3,NULL,51
174,100,2021-12-23,1,0,12,0,30,1,1470,2,548520,174
175,100,2021-12-30,1,0,12,0,30,1,1470,2,548520,174
176,100,2022-01-06,1,0,12,0,30,1,1470,2,548520,174
177,100,2022-01-13,1,0,12,0,30,1,1470,2,548520,174
178,100,2022-01-20,1,0,12,0,30,1,1470,2,548520,174
179,100,2022-01-27,1,0,12,0,33,1,1470,2,548520,174
180,100,2022-02-03,1,0,12,0,29.7,1,1470,2,548520,174
181,100,2022-02-10,1,0,12,0,26.73,1,1470,2,548520,174
182,100,2022-02-17,1,0,12,0,25.3935,1,1470,2,548520,174
183,100,2022-02-24,1,0,12,0,29.2025,1,1470,2,548520,174
184,1000000,2021-12-23,0,0,3,0,8,13,3920000,0,2130000,67
185,1000000,2021-12-30,0,0,3,0,8,13,3920000,0,2130000,67
186,1000000,2022-01-06,0,0,3,0,8,13,3920000,0,2130000,67
187,1000000,2022-01-13,0,0,3,0,8,13,3920000,0,2130000,67
188,1000000,2022-01-20,0,0,3,4080000,8,13,3920000,0,NULL,67
189,5,2021-12-23,0,0,14,0,20,3,49,2,119600,139
190,5,2021-12-30,0,0,14,0,20,3,49,2,119600,139
191,5,2022-01-06,0,0,14,0,20,3,49,2,119600,139
192,1000,2021-12-23,1,0,15,0,25,5,12250,0,567000,165
193,1000,2021-12-30,1,0,15,0,25,5,12250,0,567000,165
194,1000,2022-01-06,1,0,15,0,25,5,12250,0,567000,165
195,1000,2022-01-13,1,0,15,0,25,5,12250,0,567000,165
196,1000,2022-01-20,1,0,15,0,25,5,12250,0,567000,165
197,1000,2022-01-27,1,0,15,0,23.75,5,12250,0,567000,165
198,1000,2021-12-23,1,0,2,0,80,4,39200,0,1018500,289
199,1000,2021-12-30,1,0,2,0,80,4,39200,0,1018500,289
200,1000,2022-01-06,1,0,2,0,80,4,39200,0,1018500,289
201,1000,2022-01-13,1,0,2,0,80,4,39200,0,1018500,289
202,1000,2022-01-20,1,0,2,0,80,4,39200,0,1018500,289
203,200000,2021-12-23,1,0,7,0,20,13,1960000,3,156870,97
204,200000,2021-12-30,1,0,7,0,20,13,1960000,3,156870,97
205,200000,2022-01-06,1,0,7,0,20,13,1960000,3,156870,97
206,9000,2021-12-23,1,0,11,0,30,6,132300,0,2997750,289
207,1000,2021-12-23,1,0,2,0,80,4,39200,0,1018500,289
208,1000,2021-12-30,1,0,2,0,80,4,39200,0,1018500,289
209,1000,2022-01-06,1,0,2,0,80,4,39200,0,1018500,289
210,1000,2022-01-13,1,0,2,0,80,4,39200,0,1018500,289
211,1000,2022-01-20,1,0,2,0,80,4,39200,0,1018500,289
212,1000,2021-12-23,1,0,2,0,80,4,39200,0,1018500,289
213,1000,2021-12-30,1,0,2,0,80,4,39200,0,1018500,289
214,1000,2022-01-06,1,0,2,0,80,4,39200,0,1018500,289
215,1000,2022-01-13,1,0,2,0,80,4,39200,0,1018500,289
216,1000,2022-01-20,1,0,2,0,80,4,39200,0,1018500,289
217,1000,2021-12-23,1,0,2,0,80,4,39200,0,1018500,289
218,1000,2021-12-30,1,0,2,0,80,4,39200,0,1018500,289
219,1000,2022-01-06,1,0,2,0,80,4,39200,0,1018500,289
220,1000,2022-01-13,1,0,2,0,80,4,39200,0,1018500,289
221,1000,2022-01-20,1,0,2,0,80,4,39200,0,1018500,289
222,1000,2021-12-23,1,0,2,0,80,4,39200,0,1018500,289
223,1000,2021-12-30,1,0,2,0,80,4,39200,0,1018500,289
224,1000,2022-01-06,1,0,2,0,80,4,39200,0,1018500,289
225,1000,2022-01-13,1,0,2,0,80,4,39200,0,1018500,289
226,1000,2022-01-20,1,0,2,0,80,4,39200,0,1018500,289
227,1,2021-12-23,1,0,11,0,30,6,14.7,2,62160,202
228,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
229,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
230,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
231,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
232,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
233,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
234,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
235,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
236,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
237,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
238,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
239,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
240,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
241,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
242,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
243,100,2021-12-23,1,0,2,0,80,3,3920,1,84577.5,69
244,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
245,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
246,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
247,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
248,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
249,9000,2021-12-23,1,0,11,0,30,6,132300,0,2997750,289
250,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
251,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
252,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
253,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
254,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
255,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
256,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
257,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
258,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
259,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
260,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
261,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
262,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
263,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
264,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
265,1000,2021-12-23,1,0,2,0,80,4,39200,1,123795,289
266,1000,2021-12-30,1,0,2,0,80,4,39200,1,123795,289
267,1000,2022-01-06,1,0,2,0,80,4,39200,1,123795,289
268,1000,2022-01-13,1,0,2,0,80,4,39200,1,123795,289
269,1000,2022-01-20,1,0,2,0,80,4,39200,1,123795,289
270,10000,2021-12-23,1,0,15,0,25,4,122500,2,237720,21
271,10000,2021-12-30,1,0,15,0,25,4,122500,2,237720,21
272,2000,2021-12-23,1,0,9,0,25,11,24500,3,48195,13
273,2000,2021-12-30,1,0,9,0,25,11,24500,3,48195,13
274,2000,2022-01-06,1,0,9,0,25,11,24500,3,48195,13
275,1000,2021-12-23,1,0,2,0,80,4,39200,3,79380,289
276,1000,2021-12-30,1,0,2,0,80,4,39200,3,79380,289
277,1000,2022-01-06,1,0,2,0,80,4,39200,3,79380,289
278,1000,2022-01-13,1,0,2,0,80,4,39200,3,79380,289
279,1000,2022-01-20,1,0,2,0,80,4,39200,3,79380,289
280,1000,2021-12-23,1,0,2,0,80,4,39200,3,79380,289
281,1000,2021-12-30,1,0,2,0,80,4,39200,3,79380,289
282,1000,2022-01-06,1,0,2,0,80,4,39200,3,79380,289
283,1000,2022-01-13,1,0,2,0,80,4,39200,3,79380,289
284,1000,2022-01-20,1,0,2,0,80,4,39200,3,79380,289
285,1000,2021-12-23,1,0,2,0,80,4,39200,3,79380,289
286,1000,2021-12-30,1,0,2,0,80,4,39200,3,79380,289
287,1000,2022-01-06,1,0,2,0,80,4,39200,3,79380,289
288,1000,2022-01-13,1,0,2,0,80,4,39200,3,79380,289
289,1000,2022-01-20,1,0,2,0,80,4,39200,3,79380,289
290,10000,2021-12-23,1,0,14,0,20,5,98000,2,52500,213
291,10000,2021-12-30,1,0,14,0,20,5,98000,2,52500,213
292,10000,2022-01-06,1,0,14,0,20,5,98000,2,52500,213
293,1000,2021-12-23,0,0,5,0,20,9,9800,3,142200,53
294,1000,2021-12-23,0,0,13,0,30,4,14700,3,65700,71
295,9000,2021-12-23,1,0,11,0,30,6,132300,0,2997750,289
296,5120,2021-12-23,1,0,3,0,8,2,20070.4,3,275310,127
297,9000,2021-12-23,1,0,11,0,30,6,132300,0,2997750,289
298,30000,2021-12-23,1,0,11,0,30,8,441000,3,22050,51
299,30000,2021-12-30,1,0,11,459000,30,8,441000,3,NULL,51
300,30000,2022-01-06,1,0,11,459000,30,8,441000,3,NULL,51
301,30000,2022-01-13,1,0,11,459000,30,8,441000,3,NULL,51
302,16000,2021-12-23,1,0,2,0,80,3,627200,3,29925,161
303,200,2021-12-23,0,0,5,0,20,12,1960,3,156900,59
304,200,2021-12-30,0,0,5,0,20,12,1960,3,156900,59
305,200,2022-01-06,0,0,5,0,20,12,1960,3,156900,59
306,200,2022-01-13,0,0,5,0,20,12,1960,3,156900,59
307,200,2022-01-20,0,0,5,0,20,12,1960,3,156900,59
308,200,2022-01-27,0,0,5,0,21,12,1960,3,156900,59
309,200,2022-02-03,0,0,5,0,22.05,12,1960,3,156900,59
310,200,2022-02-10,0,0,5,0,20.9475,12,1960,3,156900,59
311,200,2022-02-17,0,0,5,0,29.3265,12,1960,3,156900,59
312,6000,2021-12-23,0,0,8,0,21,6,61740,1,170550,223
313,100,2021-12-23,1,0,1,0,4,1,196,3,184275,69
314,200000,2021-12-23,0,0,2,0,80,10,7840000,3,155400,250
315,1000,2021-12-23,1,0,5,0,20,6,9800,1,103477,65
316,30000,2021-12-23,1,0,11,0,30,8,441000,2,24780,51
317,30000,2021-12-30,1,0,11,459000,30,8,441000,2,NULL,51
318,30000,2022-01-06,1,0,11,459000,30,8,441000,2,NULL,51
319,30000,2022-01-13,1,0,11,459000,30,8,441000,2,NULL,51
320,9000,2021-12-23,1,0,11,0,30,6,132300,0,2997750,289
321,100,2021-12-23,1,0,1,0,4,1,196,3,184275,69
322,1000,2021-12-24,0,0,5,0,20,9,9800,3,142200,53
323,15000,2021-12-24,1,0,11,0,30,14,220500,0,1365000,159
324,15000,2021-12-31,1,0,11,0,30,14,220500,0,1365000,159
325,2000,2021-12-24,1,0,12,0,30,14,29400,3,201915,165
326,2000,2021-12-31,1,0,12,0,30,14,29400,3,201915,165
327,2000,2022-01-07,1,0,12,0,30,14,29400,3,201915,165
328,2000,2022-01-14,1,0,12,0,30,14,29400,3,201915,165
329,2000,2022-01-21,1,0,12,0,30,14,29400,3,201915,165
330,2000,2022-01-28,1,0,12,0,28.5,14,29400,3,201915,165
