contract_supplier_id,bought_amount,contract_date,has_insurance,is_terminated,material_id,no_money_penalty,price_per_unit,supplier_id,terminate_penalty,transport_type,transportation_cost,team_id
331,4800,2021-12-24,0,0,15,0,25,2,58800,3,99300,215
332,7,2021-12-24,0,0,3,0,8,13,27.44,2,136000,57
333,7,2021-12-31,0,0,3,0,8,13,27.44,2,136000,57
334,7,2022-01-07,0,0,3,0,8,13,27.44,2,136000,57
335,7,2022-01-14,0,0,3,0,8,13,27.44,2,136000,57
336,7,2022-01-21,0,0,3,0,8,13,27.44,2,136000,57
337,2000,2021-12-24,1,0,5,0,20,6,19600,3,108675,104
338,2000,2021-12-31,1,0,5,0,20,6,19600,3,108675,104
339,2000,2022-01-07,1,0,5,0,20,6,19600,3,108675,104
340,2000,2022-01-14,1,0,5,0,20,6,19600,3,108675,104
341,2000,2022-01-21,1,0,5,0,20,6,19600,3,108675,104
342,30000,2021-12-24,1,0,11,0,30,8,441000,2,24780,51
343,30000,2021-12-31,1,0,11,459000,30,8,441000,2,NULL,51
344,30000,2022-01-07,1,0,11,459000,30,8,441000,2,NULL,51
345,30000,2022-01-14,1,0,11,459000,30,8,441000,2,NULL,51
346,1000,2021-12-24,0,0,14,0,20,4,9800,3,65700,71
347,50000,2021-12-24,0,0,1,0,4,5,98000,2,153600,221
348,50000,2021-12-31,0,0,1,0,4,5,98000,2,153600,221
349,800000,2021-12-24,0,0,3,0,8,2,3136000,2,140400,123
350,1200,2021-12-24,1,0,14,0,20,4,11760,2,69720,12
351,256,2021-12-24,1,0,1,0,4,5,501.76,2,92820,280
352,256,2021-12-31,1,0,1,0,4,5,501.76,2,92820,280
353,256,2022-01-07,1,0,1,0,4,5,501.76,2,92820,280
354,256,2022-01-14,1,0,1,0,4,5,501.76,2,92820,280
355,256,2022-01-21,1,0,1,0,4,5,501.76,2,92820,280
356,1,2021-12-24,0,0,2,0,80,10,39.2,0,1770000,138
357,1,2021-12-31,0,0,2,0,80,10,39.2,0,1770000,138
358,50,2021-12-24,0,0,15,0,25,2,612.5,2,311600,174
359,1,2022-01-07,0,0,2,0,80,10,39.2,0,1770000,138
360,50,2021-12-31,0,0,15,0,25,2,612.5,2,311600,174
361,1,2022-01-14,0,0,2,0,80,10,39.2,0,1770000,138
362,50,2022-01-07,0,0,15,0,25,2,612.5,2,311600,174
363,1,2022-01-21,0,0,2,0,80,10,39.2,0,1770000,138
364,50,2022-01-14,0,0,15,0,25,2,612.5,2,311600,174
365,1,2022-01-28,0,0,2,0,100,10,39.2,0,1770000,138
366,50,2022-01-21,0,0,15,0,25,2,612.5,2,311600,174
367,1,2022-02-04,0,0,2,20.4,40,10,39.2,0,NULL,138
368,50,2022-01-28,0,0,15,0,27.5,2,612.5,2,311600,174
369,1,2022-02-11,0,0,2,24.48,48,10,39.2,0,NULL,138
370,50,2022-02-04,0,0,15,0,26.125,2,612.5,2,311600,174
371,1,2022-02-18,0,0,2,25.704,50.4,10,39.2,0,NULL,138
372,50,2022-02-11,0,0,15,0,24.8188,2,612.5,2,311600,174
373,1,2022-02-25,0,0,2,20.4,40,10,39.2,0,NULL,138
374,50,2022-02-18,0,0,15,0,26.0597,2,612.5,2,311600,174
375,50,2022-02-25,0,0,15,0,24.7567,2,612.5,2,311600,174
376,250000,2021-12-24,0,0,14,0,20,2,2450000,3,132000,108
377,5000,2021-12-24,1,0,2,0,80,4,196000,0,1018500,289
378,5000,2021-12-31,1,0,2,0,80,4,196000,0,1018500,289
379,5000,2022-01-07,1,0,2,0,80,4,196000,0,1018500,289
380,5000,2022-01-14,1,0,2,0,80,4,196000,0,1018500,289
381,5000,2022-01-21,1,0,2,0,80,4,196000,0,1018500,289
382,100,2021-12-24,0,0,2,0,80,4,3920,3,139500,208
383,6400,2021-12-24,1,0,3,0,8,1,25088,2,139860,21
384,6400,2021-12-31,1,0,3,0,8,1,25088,2,139860,21
385,32000,2021-12-24,1,0,1,0,4,5,62720,0,236250,79
386,32000,2021-12-31,1,0,1,0,4,5,62720,0,236250,79
387,6400,2021-12-24,1,0,3,0,8,1,25088,2,139860,21
388,6400,2021-12-31,1,0,3,0,8,1,25088,2,139860,21
389,16,2021-12-24,1,0,3,0,8,2,62.72,3,61740,96
390,16,2021-12-31,1,0,3,0,8,2,62.72,3,61740,96
391,16,2022-01-07,1,0,3,0,8,2,62.72,3,61740,96
392,6400,2021-12-24,1,0,3,0,8,1,25088,2,139860,21
393,6400,2021-12-31,1,0,3,0,8,1,25088,2,139860,21
394,20200,2021-12-24,1,0,2,0,80,3,791840,0,2703750,255
395,20200,2021-12-31,1,0,2,0,80,3,791840,0,2703750,255
396,1000,2021-12-24,1,0,5,0,20,6,9800,2,188580,165
397,1000,2021-12-31,1,0,5,0,20,6,9800,2,188580,165
398,1000,2022-01-07,1,0,5,0,20,6,9800,2,188580,165
399,1000,2022-01-14,1,0,5,0,20,6,9800,2,188580,165
400,1000,2022-01-21,1,0,5,0,20,6,9800,2,188580,165
401,1000,2022-01-28,1,0,5,0,23,6,9800,2,188580,165
402,100,2021-12-24,1,0,15,0,25,4,1225,0,2257500,54
403,1000,2021-12-24,1,0,5,0,20,6,9800,2,188580,165
404,1000,2021-12-31,1,0,5,0,20,6,9800,2,188580,165
405,1000,2022-01-07,1,0,5,0,20,6,9800,2,188580,165
406,1000,2022-01-14,1,0,5,0,20,6,9800,2,188580,165
407,1000,2022-01-21,1,0,5,0,20,6,9800,2,188580,165
408,1000,2022-01-28,1,0,5,0,23,6,9800,2,188580,165
409,40000,2021-12-24,1,0,6,0,15,6,294000,0,5265750,51
410,10000,2021-12-24,0,0,14,0,20,9,98000,2,121600,262
411,1,2021-12-24,1,0,10,0,24,2,11.76,2,39480,277
412,1,2021-12-31,1,0,10,0,24,2,11.76,2,39480,277
413,1,2022-01-07,1,0,10,0,24,2,11.76,2,39480,277
414,1,2022-01-14,1,0,10,0,24,2,11.76,2,39480,277
415,200000,2021-12-24,0,0,13,0,30,4,2940000,3,135300,251
416,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
417,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
418,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
419,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
420,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
421,1000,2021-12-24,0,0,15,0,25,4,12250,3,65700,71
422,40000,2021-12-24,1,0,6,0,15,6,294000,0,5265750,51
423,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
424,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
425,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
426,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
427,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
428,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
429,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
430,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
431,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
432,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
433,800,2021-12-24,0,0,1,0,4,8,1568,3,33600,219
434,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
435,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
436,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
437,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
438,90000,2021-12-24,1,0,9,0,25,11,1102500,1,69930,181
439,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
440,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
441,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
442,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
443,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
444,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
445,2,2021-12-24,1,0,15,0,25,10,24.5,3,61740,146
446,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
447,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
448,60,2021-12-24,0,0,11,0,30,14,882,1,157950,55
449,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
450,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
451,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
452,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
453,1000,2021-12-24,0,0,15,0,25,4,12250,3,65700,71
454,1000,2021-12-24,1,0,5,0,20,6,9800,3,166950,165
455,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
456,1000,2021-12-31,1,0,5,0,20,6,9800,3,166950,165
457,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
458,1000,2022-01-07,1,0,5,0,20,6,9800,3,166950,165
459,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
460,1000,2022-01-14,1,0,5,0,20,6,9800,3,166950,165
461,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
462,1000,2022-01-21,1,0,5,0,20,6,9800,3,166950,165
463,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
464,1000,2022-01-28,1,0,5,0,23,6,9800,3,166950,165
465,200,2021-12-24,0,0,6,0,15,1,1470,3,44100,43
466,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
467,300,2021-12-24,1,0,5,0,20,12,2940,2,68880,246
468,300,2021-12-31,1,0,5,0,20,12,2940,2,68880,246
469,300,2022-01-07,1,0,5,0,20,12,2940,2,68880,246
470,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
471,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
472,3,2021-12-24,0,0,11,0,30,6,44.1,0,370000,139
473,3,2021-12-31,0,0,11,0,30,6,44.1,0,370000,139
474,3,2022-01-07,0,0,11,0,30,6,44.1,0,370000,139
475,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
476,5000,2021-12-24,0,0,14,0,20,9,49000,3,47100,141
477,5000,2021-12-31,0,0,14,0,20,9,49000,3,47100,141
478,200000,2021-12-24,0,0,15,0,25,2,2450000,3,79200,97
479,200000,2021-12-31,0,0,15,0,25,2,2450000,3,79200,97
480,1000,2021-12-24,0,0,2,0,80,3,39200,1,648900,173
481,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
482,1000,2021-12-24,0,0,15,0,25,4,12250,3,65700,71
483,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
484,30000,2021-12-24,1,0,13,0,30,14,441000,3,41895,188
485,30000,2021-12-31,1,0,13,0,30,14,441000,3,41895,188
486,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
487,40000,2021-12-24,1,0,6,0,15,6,294000,2,463260,51
488,100000,2021-12-24,1,0,3,0,8,2,392000,2,108780,29
489,100000,2021-12-31,1,0,3,0,8,2,392000,2,108780,29
490,5000,2021-12-24,1,0,5,0,20,6,49000,2,303240,14
491,5000,2021-12-31,1,0,5,0,20,6,49000,2,303240,14
492,40,2021-12-24,0,0,2,0,80,10,1568,0,1770000,138
493,40,2021-12-31,0,0,2,0,80,10,1568,0,1770000,138
494,40,2022-01-07,0,0,2,0,80,10,1568,0,1770000,138
495,40,2022-01-14,0,0,2,0,80,10,1568,0,1770000,138
496,40,2022-01-21,0,0,2,0,80,10,1568,0,1770000,138
497,40,2022-01-28,0,0,2,2040,100,10,1568,0,NULL,138
498,40,2022-02-04,0,0,2,816,40,10,1568,0,NULL,138
499,40,2022-02-11,0,0,2,979.2,48,10,1568,0,NULL,138
500,40,2022-02-18,0,0,2,1028.16,50.4,10,1568,0,NULL,138
501,40,2022-02-25,0,0,2,816,40,10,1568,0,NULL,138
502,500000,2021-12-24,1,0,1,0,4,5,980000,2,142380,291
503,500000,2021-12-31,1,0,1,0,4,5,980000,2,142380,291
504,500000,2022-01-07,1,0,1,0,4,5,980000,2,142380,291
505,500000,2022-01-14,1,0,1,1020000,4,5,980000,2,NULL,291
506,4000,2021-12-24,1,0,12,0,30,1,58800,3,146160,104
507,4000,2021-12-31,1,0,12,0,30,1,58800,3,146160,104
508,4000,2022-01-07,1,0,12,0,30,1,58800,3,146160,104
509,4000,2022-01-14,1,0,12,0,30,1,58800,3,146160,104
510,4000,2022-01-21,1,0,12,0,30,1,58800,3,146160,104
511,400,2021-12-24,0,0,5,0,20,1,3920,3,204900,189
512,400,2021-12-31,0,0,5,0,20,1,3920,3,204900,189
513,200000,2021-12-25,1,0,3,0,8,1,784000,2,266280,61
514,200000,2022-01-01,1,0,3,0,8,1,784000,2,266280,61
515,200000,2022-01-08,1,0,3,0,8,1,784000,2,266280,61
516,200000,2022-01-15,1,1,3,0,NULL,1,784000,2,NULL,61
517,200000,2022-01-22,1,1,3,0,NULL,1,784000,2,NULL,61
518,200000,2022-01-29,1,1,3,0,NULL,1,784000,2,NULL,61
519,200000,2022-02-05,1,1,3,0,NULL,1,784000,2,NULL,61
520,200000,2022-02-12,1,1,3,0,NULL,1,784000,2,NULL,61
521,200000,2022-02-19,1,1,3,0,NULL,1,784000,2,NULL,61
522,200000,2022-02-26,1,1,3,0,NULL,1,784000,2,NULL,61
523,1000,2021-12-25,1,0,5,0,20,6,9800,0,2142000,165
524,1000,2022-01-01,1,0,5,0,20,6,9800,0,2142000,165
525,1000,2022-01-08,1,0,5,0,20,6,9800,0,2142000,165
526,1000,2022-01-15,1,0,5,0,20,6,9800,0,2142000,165
527,600,2021-12-25,1,0,14,0,20,4,5880,0,882000,215
528,1000,2022-01-22,1,0,5,0,23,6,9800,0,2142000,165
529,600,2022-01-01,1,0,14,0,20,4,5880,0,882000,215
530,1000,2022-01-29,1,0,5,0,16.1,6,9800,0,2142000,165
531,600,2022-01-08,1,0,14,0,20,4,5880,0,882000,215
532,600,2022-01-15,1,0,14,0,20,4,5880,0,882000,215
533,600,2022-01-22,1,0,14,0,35,4,5880,0,882000,215
534,600,2022-01-29,1,0,14,0,42,4,5880,0,882000,215
535,600,2022-02-05,1,1,14,0,NULL,4,5880,0,NULL,215
536,600,2022-02-12,1,0,14,0,30.24,4,5880,0,882000,215
537,600,2022-02-19,1,1,14,0,NULL,4,5880,0,NULL,215
538,600,2022-02-26,1,1,14,0,NULL,4,5880,0,NULL,215
539,2000,2021-12-25,0,0,13,0,30,4,29400,3,198900,223
540,20000,2021-12-25,0,0,2,0,80,4,784000,3,105900,87
541,20000,2022-01-01,0,0,2,0,80,4,784000,3,105900,87
542,150,2021-12-25,1,0,11,0,30,6,2205,3,171360,36
543,150,2022-01-01,1,0,11,0,30,6,2205,3,171360,36
544,1,2021-12-25,0,0,11,0,30,8,14.7,3,118800,108
545,100,2021-12-25,0,0,5,0,20,1,980,3,44100,43
546,8000,2021-12-25,1,0,14,0,20,14,78400,3,68670,91
547,8000,2022-01-01,1,0,14,0,20,14,78400,3,68670,91
548,8000,2022-01-08,1,0,14,0,20,14,78400,3,68670,91
549,8000,2022-01-15,1,0,14,0,20,14,78400,3,68670,91
550,8000,2022-01-22,1,0,14,0,19,14,78400,3,68670,91
551,2500,2021-12-25,1,0,14,0,20,5,24500,3,26460,102
552,11000,2021-12-25,1,0,8,0,21,6,113190,2,89040,34
553,10000,2021-12-25,1,0,2,0,80,4,392000,1,249480,67
554,10000,2022-01-01,1,0,2,0,80,4,392000,1,249480,67
555,10000,2022-01-08,1,0,2,0,80,4,392000,1,249480,67
556,10000,2022-01-15,1,0,2,0,80,4,392000,1,249480,67
557,10000,2022-01-22,1,0,2,387600,76,4,392000,1,NULL,67
558,3,2021-12-25,1,0,14,0,20,3,29.4,0,630000,154
559,3,2022-01-01,1,0,14,0,20,3,29.4,0,630000,154
560,3,2022-01-08,1,0,14,0,20,3,29.4,0,630000,154
561,40000,2021-12-25,1,0,6,0,15,6,294000,0,5265750,51
562,4000,2021-12-25,1,0,12,0,30,1,58800,3,146160,104
563,4000,2022-01-01,1,0,12,0,30,1,58800,3,146160,104
564,4000,2022-01-08,1,0,12,0,30,1,58800,3,146160,104
565,4000,2022-01-15,1,0,12,0,30,1,58800,3,146160,104
566,4000,2022-01-22,1,0,12,0,33,1,58800,3,146160,104
567,12,2021-12-25,0,0,7,0,20,13,117.6,3,135300,73
568,12,2022-01-01,0,0,7,0,20,13,117.6,3,135300,73
569,1000,2021-12-25,1,0,12,0,30,1,14700,3,81270,259
570,15000,2021-12-25,0,0,3,0,8,13,58800,2,136400,268
571,15000,2022-01-01,0,0,3,0,8,13,58800,2,136400,268
572,10000,2021-12-25,0,0,15,0,25,9,122500,3,47100,141
573,1200,2021-12-25,1,0,6,0,15,2,8820,2,324240,246
574,1200,2022-01-01,1,0,6,0,15,2,8820,2,324240,246
575,1200,2022-01-08,1,0,6,0,15,2,8820,2,324240,246
576,1000,2021-12-25,0,0,2,0,80,12,39200,3,132300,186
577,100000,2021-12-25,1,0,2,0,80,3,3920000,3,28980,196
578,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
579,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
580,50000,2021-12-25,1,0,3,0,8,2,196000,2,91140,14
581,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
582,100,2021-12-25,1,0,1,0,4,1,196,2,108780,81
583,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
584,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
585,3,2021-12-25,0,0,15,0,25,3,36.75,0,600000,154
586,3,2022-01-01,0,0,15,0,25,3,36.75,0,600000,154
587,3,2022-01-08,0,0,15,0,25,3,36.75,0,600000,154
588,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
589,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
590,200000,2021-12-25,0,0,14,0,20,2,1960000,3,79200,97
591,200000,2022-01-01,0,0,14,0,20,2,1960000,3,79200,97
592,200000,2022-01-08,0,0,14,0,20,2,1960000,3,79200,97
593,667,2021-12-25,1,0,13,0,30,11,9804.9,3,48195,13
594,667,2022-01-01,1,0,13,0,30,11,9804.9,3,48195,13
595,667,2022-01-08,1,0,13,0,30,11,9804.9,3,48195,13
596,250000,2021-12-25,1,0,1,0,4,1,490000,1,74182.5,116
597,6200,2021-12-25,1,0,15,0,25,4,75950,2,69720,12
598,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
599,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
600,3,2021-12-25,1,0,15,0,25,3,36.75,0,630000,154
601,3,2022-01-01,1,0,15,0,25,3,36.75,0,630000,154
602,3,2022-01-08,1,0,15,0,25,3,36.75,0,630000,154
603,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
604,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
605,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
606,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
607,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
608,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
609,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
610,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
611,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
612,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
613,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
614,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
615,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
616,1500,2021-12-25,1,0,15,0,25,5,18375,1,41107.5,102
617,1,2021-12-25,1,0,15,0,25,2,12.25,1,54810,277
618,1,2022-01-01,1,0,15,0,25,2,12.25,1,54810,277
619,1,2022-01-08,1,0,15,0,25,2,12.25,1,54810,277
620,1,2022-01-15,1,0,15,0,25,2,12.25,1,54810,277
621,2000,2021-12-25,0,0,12,0,30,7,29400,3,66600,53
622,2000,2021-12-25,1,0,15,0,25,5,24500,0,540750,104
623,2000,2022-01-01,1,0,15,0,25,5,24500,0,540750,104
624,2000,2022-01-08,1,0,15,0,25,5,24500,0,540750,104
625,2000,2022-01-15,1,0,15,0,25,5,24500,0,540750,104
626,2000,2022-01-22,1,0,15,0,23.75,5,24500,0,540750,104
627,3,2021-12-25,1,0,15,0,25,3,36.75,0,630000,154
628,3,2022-01-01,1,0,15,0,25,3,36.75,0,630000,154
629,3,2022-01-08,1,0,15,0,25,3,36.75,0,630000,154
630,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
631,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
632,3,2021-12-25,1,0,15,0,25,3,36.75,0,630000,154
633,3,2022-01-01,1,0,15,0,25,3,36.75,0,630000,154
634,3,2022-01-08,1,0,15,0,25,3,36.75,0,630000,154
635,3,2021-12-25,1,0,15,0,25,3,36.75,0,630000,154
636,3,2022-01-01,1,0,15,0,25,3,36.75,0,630000,154
637,3,2022-01-08,1,0,15,0,25,3,36.75,0,630000,154
638,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
639,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
640,8,2021-12-25,1,0,1,0,4,8,15.68,3,127260,146
641,8,2022-01-01,1,0,1,0,4,8,15.68,3,127260,146
642,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
643,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
644,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
645,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
646,10000,2021-12-25,1,0,5,0,20,9,98000,0,1863750,51
647,10000,2022-01-01,1,0,5,102000,20,9,98000,0,NULL,51
648,60,2021-12-25,0,0,7,0,20,13,588,3,61200,273
649,2000,2021-12-25,1,0,15,0,25,5,24500,2,47460,104
650,2000,2022-01-01,1,0,15,0,25,5,24500,2,47460,104
651,2000,2022-01-08,1,0,15,0,25,5,24500,2,47460,104
652,2000,2022-01-15,1,0,15,0,25,5,24500,2,47460,104
653,2000,2022-01-22,1,0,15,0,23.75,5,24500,2,47460,104
654,2000,2021-12-25,0,0,15,0,25,6,24500,3,109500,223
655,160000,2021-12-25,1,0,1,0,4,5,313600,1,157815,65
656,2000,2021-12-25,1,0,15,0,25,5,24500,2,47460,104
657,2000,2022-01-01,1,0,15,0,25,5,24500,2,47460,104
658,2000,2022-01-08,1,0,15,0,25,5,24500,2,47460,104
659,2000,2022-01-15,1,0,15,0,25,5,24500,2,47460,104
660,2000,2022-01-22,1,0,15,0,23.75,5,24500,2,47460,104
661,2000,2021-12-25,1,0,15,0,25,5,24500,2,47460,104
662,2000,2022-01-01,1,0,15,0,25,5,24500,2,47460,104
663,2000,2022-01-08,1,0,15,0,25,5,24500,2,47460,104
